EBELN,EBELP,LIFNR,NAME1,MATNR,TXZ01,MATKL,BUKRS,EKORG,EKGRP,WERKS,MENGE,MEINS,NETPR,WAERS,NETWR,BEDAT,EINDT,BUDAT,KONNR,ZTERM,FRGKE,ERNAM,AENAM,CHANGE_COUNT,POSTING_DATE,SPEND_CATEGORY,SUB_CATEGORY,CONTRACT_STATUS,PREFERRED_SUPPLIER,BASELINE_PRICE,ACTUAL_PRICE,PAYMENT_STATUS
5500480,00010,0000200042,Milbrook Components SA,SPM-100138,Industrial adapter type 2,MG60,2000,2000,P01,2010,11.0,KG,330.27,USD,3632.97,2024-07-05,2024-08-07,2024-08-10,460042338,NT30,Approved,BUYER03,BUYER01,3,2024-07-15,Professional Services,Training,Contracted,Preferred,330.27,330.27,Paid
5500480,00020,0000200042,Milbrook Components SA,SPM-100132,Low-friction control unit type 45,MG15,2000,2000,P05,2020,9.0,BOX,682.82,USD,6145.38,2024-07-06,2024-07-26,2024-07-24,460042332,Z030,Approved,BUYER02,BUYER13,2,2024-07-15,Components,Fasteners,Contracted,Preferred,682.82,682.82,Paid
5500480,00030,0000200042,Milbrook Components SA,SPM-100240,Heavy-duty valve type 36,MG40,2000,2000,P03,2010,9.0,KG,990.32,USD,8912.88,2024-07-06,2024-07-21,2024-07-25,460042440,NT30,Approved,BUYER02,BUYER02,1,2024-07-15,IT and Telecom,Software Licences,Contracted,Preferred,990.32,990.32,Paid
5502052,00010,0000200018,Meridian Trading BV,SPM-100300,Industrial terminal block type 11,MG10,3000,3000,P05,3010,31.0,KG,901.25,GBP,27938.75,2024-07-09,2024-08-09,2024-08-12,460018500,Z045,Approved,BUYER14,BUYER09,3,2024-07-15,Components,Electrical,Contracted,Preferred,901.25,901.25,Paid
5500425,00010,0000200013,Granite Components SA,SPM-100060,Modular adapter type 21,MG10,3000,3000,P01,3010,36.0,L,548.79,GBP,19756.44,2024-07-02,2024-07-23,2024-07-20,460013260,Z045,Approved,BUYER14,BUYER12,0,2024-07-16,Components,Fasteners,Contracted,Preferred,548.79,548.79,Paid
5500425,00020,0000200013,Granite Components SA,SPM-100324,Stainless pulley type 19,MG15,3000,3000,P03,3010,15.0,EA,514.82,GBP,7722.3,2024-07-13,2024-07-23,2024-07-24,460013524,NT60,Approved,BUYER02,BUYER11,3,2024-07-16,Components,Mechanical,Contracted,Preferred,514.82,514.82,Open
5500425,00030,0000200013,Granite Components SA,SPM-100345,High-temperature housing type 26,MG20,3000,3000,P01,3010,206.0,PC,7.52,GBP,1549.12,2024-07-04,2024-08-12,2024-08-15,460013545,Z030,Approved,BUYER10,BUYER13,2,2024-07-16,Raw Materials,Metals,Contracted,Preferred,7.52,7.52,Overdue
5500437,00010,0000200023,Redstone Materials SpA,SPM-100333,High-temperature valve type 22,MG55,3000,3000,P04,3010,2.0,L,2153.04,GBP,4306.08,2024-07-12,2024-07-29,2024-07-31,460023533,Z045,Approved,BUYER08,BUYER10,1,2024-07-16,Laboratory,Consumables,Contracted,Preferred,2153.04,2153.04,Paid
5500437,00020,0000200023,Redstone Materials SpA,SPM-100102,High-temperature sensor type 35,MG50,3000,3000,P05,3010,5.0,PC,614.15,GBP,3070.75,2024-07-10,2024-08-07,2024-08-07,460023302,Z045,Approved,BUYER10,BUYER10,3,2024-07-16,Logistics,Freight,Contracted,Preferred,614.15,614.15,Paid
5500437,00030,0000200023,Redstone Materials SpA,SPM-100180,Recycled sensor type 16,MG15,3000,3000,P05,3010,37.0,EA,277.92,GBP,10283.04,2024-07-09,2024-07-21,2024-07-18,460023380,NT45,Approved,BUYER06,BUYER02,2,2024-07-16,Components,Fasteners,Contracted,Preferred,277.92,277.92,Open
5500467,00010,0000200036,Foxglove Trading BV,SPM-100249,Recycled membrane type 39,MG20,1000,1000,P04,1010,176.0,EA,36.32,EUR,6392.32,2024-07-10,2024-08-05,2024-08-02,460036449,Z030,Approved,BUYER13,BUYER04,2,2024-07-16,Raw Materials,Metals,Contracted,Non-preferred,36.32,36.32,Overdue
5500467,00020,0000200036,Foxglove Trading BV,SPM-100186,Low-friction clamp type 18,MG60,1000,1000,P04,1020,10.0,KG,1690.2,EUR,16902.0,2024-07-04,2024-07-31,2024-07-30,460036386,NT30,Approved,BUYER04,BUYER04,2,2024-07-16,Professional Services,Audit,Contracted,Non-preferred,1690.2,1690.2,Paid
5501833,00010,0000200014,Harbourview Components SA,SPM-100045,Modular seal ring type 16,MG55,4000,4000,P05,4010,54.0,BOX,512.23,CHF,27660.42,2024-07-12,2024-07-29,2024-07-30,460014245,Z045,Approved,BUYER05,BUYER11,0,2024-07-16,Laboratory,Instruments,Contracted,Non-preferred,512.23,512.23,Paid
5500426,00010,0000200013,Granite Components SA,SPM-100276,Heavy-duty filter type 3,MG15,3000,3000,P05,3010,28.0,KG,303.97,GBP,8511.16,2024-07-06,2024-08-13,2024-08-15,460013476,Z030,Approved,BUYER08,BUYER10,3,2024-07-17,Components,Fasteners,Contracted,Preferred,303.97,303.97,Open
5500426,00020,0000200013,Granite Components SA,SPM-100210,Certified actuator type 26,MG60,3000,3000,P04,3010,3.0,L,1514.66,GBP,4543.98,2024-07-01,2024-07-14,2024-07-14,460013410,NT45,Approved,BUYER11,BUYER09,3,2024-07-17,Professional Services,Training,Contracted,Preferred,1514.66,1514.66,Overdue
5500427,00010,0000200015,Ironwood Industrie GmbH,SPM-100078,High-temperature control unit type 27,MG50,5000,5000,P02,5010,32.0,PC,3305.75,SEK,105784.0,2024-07-06,2024-08-08,2024-08-08,460015278,Z045,Approved,BUYER04,BUYER01,3,2024-07-17,Logistics,Couriers,Contracted,Preferred,3305.75,3305.75,Paid
5500451,00010,0000200028,Westford Technologies Oy,SPM-100192,Heavy-duty seal ring type 20,MG40,3000,3000,P03,3010,40.0,BOX,127.25,GBP,5090.0,2024-07-15,2024-08-07,2024-08-06,460028392,NT60,Approved,BUYER11,BUYER10,2,2024-07-17,IT and Telecom,Hardware,Contracted,Preferred,127.25,127.25,Paid
5500451,00020,0000200028,Westford Technologies Oy,SPM-100015,Precision pulley type 6,MG25,3000,3000,P03,3010,240.0,EA,4.29,GBP,1029.6,2024-06-28,2024-07-29,2024-07-27,460028215,NT60,Approved,BUYER02,BUYER14,2,2024-07-17,Packaging,Labels,Contracted,Preferred,4.29,4.29,Overdue
5500451,00030,0000200028,Westford Technologies Oy,SPM-100150,Certified terminal block type 6,MG50,3000,3000,P01,3010,26.0,EA,396.17,GBP,10300.42,2024-07-13,2024-07-26,2024-07-27,460028350,NT30,Approved,BUYER08,BUYER14,2,2024-07-17,Logistics,Warehousing,Contracted,Preferred,396.17,396.17,Open
5501804,00010,0000200003,Vertex Materials SpA,SPM-100243,Recycled bearing type 37,MG35,3000,3000,P02,3010,45.0,L,279.8,GBP,12591.0,2024-07-14,2024-08-08,2024-08-10,460003443,Z045,Approved,BUYER12,BUYER02,3,2024-07-17,Facilities,Energy,Contracted,Preferred,279.8,279.8,Paid
5502064,00010,0000200040,Kingsley Supply Ltd,SPM-100072,Low-friction cartridge type 25,MG41,5000,5000,P03,5010,63.0,BOX,6171.67,SEK,388815.21,2024-07-15,2024-08-07,2024-08-05,460040272,NT60,Approved,BUYER08,BUYER02,1,2024-07-17,IT and Telecom,Hardware,Contracted,Preferred,6171.67,6171.67,Paid
5500432,00010,0000200019,Northgate Technologies Oy,SPM-100147,Insulated connector type 5,MG35,4000,4000,P05,4010,42.0,KG,180.41,CHF,7577.22,2024-07-07,2024-08-08,2024-08-10,460019347,NT60,Approved,BUYER06,BUYER06,3,2024-07-18,Facilities,Energy,Contracted,Preferred,180.41,180.41,Paid
5500473,00010,0000200038,Hollowbrook Industrie GmbH,SPM-100210,Certified actuator type 26,MG60,3000,3000,P05,3010,2.0,L,1512.5,GBP,3025.0,2024-07-15,2024-08-03,2024-08-06,460038410,Z045,Approved,BUYER04,BUYER13,0,2024-07-18,Professional Services,Training,Contracted,Preferred,1512.5,1512.5,Paid
5501590,00010,0000200001,Nordwind Components SA,SPM-100078,High-temperature control unit type 27,MG50,1000,1000,P03,1020,84.0,PC,293.66,EUR,24667.44,2024-06-30,2024-07-30,2024-08-03,,Z030,Approved,BUYER03,BUYER14,1,2024-07-18,Logistics,Couriers,Not contracted,Non-preferred,293.66,293.66,Paid
5502088,00010,0000200025,Thornbury Components SA,SPM-100270,Certified housing type 1,MG50,5000,5000,P05,5010,24.0,L,1964.85,SEK,47156.4,2024-07-08,2024-07-25,2024-07-28,460025470,NT60,Approved,BUYER13,BUYER06,2,2024-07-18,Logistics,Couriers,Contracted,Preferred,1964.85,1964.85,Paid
5500419,00010,0000200010,Driftwood Engineering Sp. z o.o.,SPM-100291,Recycled coupling type 8,MG35,5000,5000,P02,5010,33.0,PC,3871.59,SEK,127762.47,2024-07-13,2024-08-21,2024-08-23,460010491,NT60,Approved,BUYER09,BUYER02,0,2024-07-19,Facilities,Cleaning,Contracted,Preferred,3871.59,3871.59,Paid
5500421,00010,0000200011,Ember Components SA,SPM-100111,Recycled licence pack type 38,MG25,1000,1000,P03,1020,383.0,EA,11.05,EUR,4232.15,2024-06-30,2024-07-12,2024-07-12,460011311,Z045,Approved,BUYER10,BUYER02,2,2024-07-19,Packaging,Films,Contracted,Non-preferred,11.05,11.05,Paid
5500439,00010,0000200023,Redstone Materials SpA,SPM-100102,High-temperature sensor type 35,MG50,3000,3000,P03,3010,36.0,PC,613.65,GBP,22091.4,2024-06-29,2024-07-18,2024-07-16,460023302,Z030,Approved,BUYER14,BUYER06,0,2024-07-19,Logistics,Freight,Contracted,Preferred,613.65,613.65,Paid
5500439,00020,0000200023,Redstone Materials SpA,SPM-100333,High-temperature valve type 22,MG55,3000,3000,P04,3010,7.0,L,2125.92,GBP,14881.44,2024-07-06,2024-08-03,2024-08-02,460023533,Z030,Approved,BUYER05,BUYER12,2,2024-07-19,Laboratory,Consumables,Contracted,Preferred,2125.92,2125.92,Paid
5500453,00010,0000200030,Zenith Engineering Sp. z o.o.,SPM-100138,Industrial adapter type 2,MG60,5000,5000,P03,5010,22.0,KG,3448.9,SEK,75875.8,2024-07-10,2024-07-29,2024-07-29,460030338,NT30,Approved,BUYER14,BUYER07,0,2024-07-19,Professional Services,Training,Contracted,Preferred,3448.9,3448.9,Paid
5500476,00010,0000200039,Inverness Technologies Oy,SPM-100147,Insulated connector type 5,MG35,4000,4000,P05,4010,39.0,KG,178.5,CHF,6961.5,2024-07-07,2024-07-24,2024-07-24,460039347,NT60,Approved,BUYER10,BUYER04,2,2024-07-19,Facilities,Energy,Contracted,Preferred,178.5,178.5,Paid
5500476,00020,0000200039,Inverness Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,4000,4000,P03,4010,48.0,L,492.76,CHF,23652.48,2024-07-04,2024-07-28,2024-07-26,460039236,Z030,Approved,BUYER04,BUYER13,0,2024-07-19,Components,Fasteners,Contracted,Preferred,492.76,492.76,Paid
5500476,00030,0000200039,Inverness Technologies Oy,SPM-100336,Compact pallet type 23,MG40,4000,4000,P02,4010,5.0,KG,1965.04,CHF,9825.2,2024-07-07,2024-08-10,2024-08-09,460039536,Z045,Approved,BUYER04,BUYER07,0,2024-07-19,IT and Telecom,Hardware,Contracted,Preferred,1965.04,1965.04,Paid
5501809,00010,0000200020,Orchard Manufacturing AG,SPM-100243,Recycled bearing type 37,MG35,5000,5000,P03,5010,34.0,L,4844.64,SEK,164717.76,2024-07-11,2024-07-26,2024-07-24,460020443,NT30,Approved,BUYER01,BUYER07,2,2024-07-19,Facilities,Energy,Contracted,Non-preferred,4844.64,4844.64,Open
5500462,00010,0000200034,Dunmore Industrie GmbH,SPM-100264,Certified relay type 44,MG41,4000,4000,P05,4010,2.0,BOX,1112.55,CHF,2225.1,2024-07-08,2024-07-18,2024-07-18,460034464,NT60,Approved,BUYER12,BUYER13,2,2024-07-20,IT and Telecom,Hardware,Contracted,Preferred,1112.55,1112.55,Open
5500408,00010,0000200004,Ravenna Systems Inc,SPM-900003,Precision tooling assembly type 2,MG90,4000,4000,P02,4010,9.0,PC,3392.36,CHF,30531.24,2024-07-19,2024-08-23,2024-08-20,460004103,Z030,Approved,BUYER10,BUYER10,1,2024-07-21,Specialised Tooling,Custom Tooling,Contracted,Preferred,3392.36,3392.36,Overdue
5500457,00010,0000200032,Belmont Trading BV,SPM-100249,Recycled membrane type 39,MG20,2000,2000,P01,2020,104.0,EA,39.78,USD,4137.12,2024-07-03,2024-07-22,2024-07-23,460032449,Z045,Approved,BUYER06,BUYER14,3,2024-07-21,Raw Materials,Metals,Contracted,Preferred,39.78,39.78,Paid
5500457,00020,0000200032,Belmont Trading BV,SPM-100315,Low-friction control unit type 16,MG45,2000,2000,P02,2020,9.0,L,381.09,USD,3429.81,2024-07-14,2024-07-31,2024-08-01,460032515,Z030,Approved,BUYER14,BUYER07,0,2024-07-21,Facilities,Cleaning,Contracted,Preferred,381.09,381.09,Paid
5500461,00010,0000200034,Dunmore Industrie GmbH,SPM-100009,Reinforced relay type 4,MG20,4000,4000,P05,4010,375.0,L,36.62,CHF,13732.5,2024-07-15,2024-08-08,2024-08-12,460034209,Z030,Approved,BUYER03,BUYER12,1,2024-07-21,Raw Materials,Chemicals,Contracted,Preferred,36.62,36.62,Paid
5501816,00010,0000200004,Ravenna Systems Inc,SPM-100264,Certified relay type 44,MG41,4000,4000,P04,4010,51.0,BOX,1123.54,CHF,57300.54,2024-07-19,2024-08-06,2024-08-07,460004464,Z030,Approved,BUYER10,BUYER07,2,2024-07-21,IT and Telecom,Hardware,Contracted,Preferred,1123.54,1123.54,Overdue
5500464,00010,0000200035,Eastvale Technologies Oy,SPM-100126,Reinforced connector type 43,MG50,5000,5000,P04,5010,23.0,BOX,6402.5,SEK,147257.5,2024-07-13,2024-08-19,2024-08-17,460035326,NT60,Approved,BUYER08,BUYER05,3,2024-07-22,Logistics,Warehousing,Contracted,Preferred,6402.5,6402.5,Open
5500465,00010,0000200036,Foxglove Trading BV,SPM-100000,Precision gasket type 1,MG40,1000,1000,P04,1010,7.0,BOX,2144.98,EUR,15014.86,2024-07-07,2024-08-01,2024-08-04,460036200,NT60,Approved,BUYER04,BUYER11,1,2024-07-22,IT and Telecom,Network,Contracted,Non-preferred,2144.98,2144.98,Overdue
5500465,00020,0000200036,Foxglove Trading BV,SPM-100354,Recycled cartridge type 29,MG60,1000,1000,P01,1020,20.0,KG,202.1,EUR,4042.0,2024-07-07,2024-07-31,2024-08-04,460036554,NT30,Approved,BUYER14,BUYER02,3,2024-07-22,Professional Services,Training,Contracted,Non-preferred,202.1,202.1,Paid
5500465,00030,0000200036,Foxglove Trading BV,SPM-100063,Compact pallet type 22,MG25,1000,1000,P04,1020,366.0,BOX,1.96,EUR,717.36,2024-07-02,2024-07-22,2024-07-25,460036263,Z030,Approved,BUYER10,BUYER13,3,2024-07-22,Packaging,Films,Contracted,Non-preferred,1.96,1.96,Overdue
5500406,00010,0000200003,Vertex Materials SpA,SPM-100072,Low-friction cartridge type 25,MG41,3000,3000,P04,3010,35.0,BOX,389.49,GBP,13632.15,2024-07-19,2024-07-31,2024-07-31,460003272,Z030,Approved,BUYER02,BUYER12,1,2024-07-23,IT and Telecom,Hardware,Contracted,Preferred,389.49,389.49,Paid
5500429,00010,0000200017,Larkspur Logistics AS,SPM-100105,Insulated pulley type 36,MG20,2000,2000,P03,2010,344.0,BOX,28.66,USD,9859.04,2024-07-08,2024-07-21,2024-07-20,460017305,NT60,Approved,BUYER05,BUYER04,1,2024-07-23,Raw Materials,Polymers,Contracted,Preferred,28.66,28.66,Paid
5500436,00010,0000200021,Pinnacle Components SA,SPM-100225,Insulated membrane type 31,MG30,1000,1000,P05,1020,225.0,BOX,37.24,EUR,8379.0,2024-07-10,2024-08-14,2024-08-12,460021425,NT45,Approved,BUYER02,BUYER01,0,2024-07-23,Raw Materials,Metals,Contracted,Non-preferred,37.24,37.24,Paid
5500436,00020,0000200021,Pinnacle Components SA,SPM-100213,Low-friction valve type 27,MG55,1000,1000,P02,1020,3.0,KG,2138.61,EUR,6415.83,2024-07-06,2024-08-11,2024-08-09,460021413,NT30,Approved,BUYER02,BUYER08,3,2024-07-23,Laboratory,Instruments,Contracted,Non-preferred,2138.61,2138.61,Overdue
5500436,00030,0000200021,Pinnacle Components SA,SPM-100132,Low-friction control unit type 45,MG15,1000,1000,P02,1020,21.0,BOX,635.65,EUR,13348.65,2024-07-14,2024-08-13,2024-08-10,460021332,NT60,Approved,BUYER12,BUYER09,0,2024-07-23,Components,Fasteners,Contracted,Non-preferred,635.65,635.65,Paid
5500444,00010,0000200025,Thornbury Components SA,SPM-100270,Certified housing type 1,MG50,5000,5000,P02,5010,7.0,L,2319.78,SEK,16238.46,2024-07-11,2024-08-02,2024-08-06,460025470,Z030,Approved,BUYER04,BUYER01,1,2024-07-23,Logistics,Couriers,Contracted,Preferred,2319.78,2319.78,Paid
5500444,00020,0000200025,Thornbury Components SA,SPM-100273,Recycled pulley type 2,MG30,5000,5000,P04,5010,359.0,BOX,314.42,SEK,112876.78,2024-07-07,2024-08-15,2024-08-12,460025473,NT60,Approved,BUYER01,BUYER09,0,2024-07-23,Raw Materials,Polymers,Contracted,Preferred,314.42,314.42,Paid
5500444,00030,0000200025,Thornbury Components SA,SPM-100081,Stainless filter type 28,MG30,5000,5000,P03,5010,195.0,L,411.48,SEK,80238.6,2024-07-17,2024-08-10,2024-08-13,460025281,NT30,Approved,BUYER01,BUYER05,2,2024-07-23,Raw Materials,Metals,Contracted,Preferred,411.48,411.48,Paid
5501740,00010,0000200043,Norwood Systems Inc,SPM-100222,Stainless service block type 30,MG50,3000,3000,P04,3010,3.0,KG,719.01,GBP,2157.03,2024-07-15,2024-07-27,2024-07-24,,NT60,Approved,BUYER12,BUYER02,0,2024-07-23,Logistics,Couriers,Not contracted,Non-preferred,719.01,719.01,Paid
5502100,00010,0000200016,Juniper Materials SpA,SPM-100237,Precision licence pack type 35,MG55,1000,1000,P04,1020,38.0,EA,1027.28,EUR,39036.64,2024-07-15,2024-08-17,2024-08-15,460016437,Z030,Approved,BUYER13,BUYER11,1,2024-07-23,Laboratory,Consumables,Contracted,Non-preferred,1027.28,1027.28,Paid
5500404,00010,0000200002,Bluepeak Logistics AS,SPM-100222,Stainless service block type 30,MG50,2000,2000,P01,2020,8.0,KG,928.57,USD,7428.56,2024-07-19,2024-08-11,2024-08-09,460002422,Z045,Approved,BUYER09,BUYER13,0,2024-07-24,Logistics,Couriers,Contracted,Preferred,928.57,928.57,Overdue
5500415,00010,0000200006,Alpenrose Technologies Oy,SPM-100132,Low-friction control unit type 45,MG15,1000,1000,P04,1020,16.0,BOX,629.13,EUR,10066.08,2024-07-21,2024-08-04,2024-08-05,460006332,NT60,Approved,BUYER02,BUYER06,1,2024-07-24,Components,Fasteners,Contracted,Non-preferred,629.13,629.13,Overdue
5500415,00020,0000200006,Alpenrose Technologies Oy,SPM-100303,Low-friction pulley type 12,MG25,1000,1000,P03,1010,44.0,PC,8.37,EUR,368.28,2024-07-13,2024-08-12,2024-08-14,460006503,NT30,Approved,BUYER10,BUYER06,2,2024-07-24,Packaging,Cartons,Contracted,Non-preferred,8.37,8.37,Overdue
5501614,00010,0000200011,Ember Components SA,SPM-100111,Recycled licence pack type 38,MG25,1000,1000,P05,1020,45.0,EA,10.97,EUR,493.65,2024-07-16,2024-08-22,2024-08-26,,NT45,Approved,BUYER12,BUYER10,3,2024-07-24,Packaging,Films,Not contracted,Non-preferred,10.97,10.97,Paid
5501797,00010,0000200004,Ravenna Systems Inc,SPM-100084,Compact licence pack type 29,MG15,4000,4000,P02,4010,76.0,KG,654.97,CHF,49777.72,2024-07-15,2024-08-09,2024-08-06,460004284,NT30,Approved,BUYER03,BUYER09,3,2024-07-24,Components,Fasteners,Contracted,Non-preferred,654.97,654.97,Paid
5500412,00010,0000200005,Kestrel Trading BV,SPM-100294,Certified bracket type 9,MG50,5000,5000,P03,5010,11.0,L,2547.37,SEK,28021.07,2024-07-22,2024-08-04,2024-08-02,460005494,NT30,Approved,BUYER05,BUYER13,3,2024-07-25,Logistics,Couriers,Contracted,Preferred,2547.37,2547.37,Paid
5500413,00010,0000200005,Kestrel Trading BV,SPM-100045,Modular seal ring type 16,MG55,5000,5000,P05,5010,8.0,BOX,5076.62,SEK,40612.96,2024-07-15,2024-07-28,2024-07-25,460005245,NT30,Approved,BUYER09,BUYER01,3,2024-07-25,Laboratory,Instruments,Contracted,Preferred,5076.62,5076.62,Paid
5500413,00020,0000200005,Kestrel Trading BV,SPM-100294,Certified bracket type 9,MG50,5000,5000,P02,5010,46.0,L,2541.15,SEK,116892.9,2024-07-05,2024-08-08,2024-08-12,460005494,Z030,Approved,BUYER03,BUYER03,1,2024-07-25,Logistics,Couriers,Contracted,Preferred,2541.15,2541.15,Paid
5500460,00010,0000200034,Dunmore Industrie GmbH,SPM-100066,Precision valve type 23,MG60,4000,4000,P04,4010,29.0,KG,597.97,CHF,17341.13,2024-07-08,2024-07-27,2024-07-26,460034266,NT45,Approved,BUYER03,BUYER07,3,2024-07-25,Professional Services,Audit,Contracted,Preferred,597.97,597.97,Paid
5500460,00020,0000200034,Dunmore Industrie GmbH,SPM-100036,High-temperature control unit type 13,MG15,4000,4000,P01,4010,31.0,L,489.77,CHF,15182.87,2024-07-09,2024-07-27,2024-07-29,460034236,Z045,Approved,BUYER14,BUYER09,1,2024-07-25,Components,Fasteners,Contracted,Preferred,489.77,489.77,Paid
5500474,00010,0000200039,Inverness Technologies Oy,SPM-100084,Compact licence pack type 29,MG15,4000,4000,P02,4010,47.0,KG,507.63,CHF,23858.61,2024-07-05,2024-07-24,2024-07-26,460039284,Z030,Approved,BUYER01,BUYER02,2,2024-07-25,Components,Fasteners,Contracted,Preferred,507.63,507.63,Paid
5500474,00020,0000200039,Inverness Technologies Oy,SPM-100036,High-temperature control unit type 13,MG15,4000,4000,P03,4010,39.0,L,490.56,CHF,19131.84,2024-07-15,2024-08-22,2024-08-23,460039236,NT60,Approved,BUYER10,BUYER12,0,2024-07-25,Components,Fasteners,Contracted,Preferred,490.56,490.56,Paid
5501821,00010,0000200034,Dunmore Industrie GmbH,SPM-100264,Certified relay type 44,MG41,4000,4000,P05,4010,78.0,BOX,1510.06,CHF,117784.68,2024-07-07,2024-08-01,2024-07-31,460034464,NT45,Approved,BUYER10,BUYER01,0,2024-07-25,IT and Telecom,Hardware,Contracted,Non-preferred,1510.06,1510.06,Paid
5500416,00010,0000200007,Silverline Technologies Oy,SPM-100327,Compact actuator type 20,MG25,2000,2000,P02,2020,20.0,EA,11.82,USD,236.4,2024-07-12,2024-07-22,2024-07-23,460007527,Z030,Approved,BUYER01,BUYER03,0,2024-07-26,Packaging,Labels,Contracted,Preferred,11.82,11.82,Paid
5500416,00020,0000200007,Silverline Technologies Oy,SPM-100189,Reinforced filter type 19,MG55,2000,2000,P03,2010,6.0,BOX,909.45,USD,5456.7,2024-07-19,2024-08-28,2024-08-25,460007389,NT45,Approved,BUYER14,BUYER12,0,2024-07-26,Laboratory,Instruments,Contracted,Preferred,909.45,909.45,Paid
5500416,00030,0000200007,Silverline Technologies Oy,SPM-100027,Insulated bracket type 10,MG45,2000,2000,P01,2010,41.0,EA,394.4,USD,16170.4,2024-07-17,2024-08-24,2024-08-24,460007227,NT45,Approved,BUYER02,BUYER02,3,2024-07-26,Facilities,Cleaning,Contracted,Preferred,394.4,394.4,Paid
5500479,00010,0000200041,Lakeshore Engineering Sp. z o.o.,SPM-100189,Reinforced filter type 19,MG55,1000,1000,P04,1010,6.0,BOX,840.99,EUR,5045.94,2024-07-20,2024-08-15,2024-08-13,460041389,Z045,Approved,BUYER08,BUYER02,1,2024-07-26,Laboratory,Instruments,Contracted,Non-preferred,840.99,840.99,Paid
5500428,00010,0000200015,Ironwood Industrie GmbH,SPM-100021,Heavy-duty pallet type 8,MG55,5000,5000,P01,5010,4.0,EA,18484.98,SEK,73939.92,2024-07-12,2024-08-04,2024-08-08,460015221,NT60,Approved,BUYER11,BUYER04,2,2024-07-27,Laboratory,Consumables,Contracted,Preferred,18484.98,18484.98,Overdue
5500428,00020,0000200015,Ironwood Industrie GmbH,SPM-100120,Insulated adapter type 41,MG41,5000,5000,P01,5010,42.0,PC,3642.84,SEK,152999.28,2024-07-21,2024-08-14,2024-08-17,460015320,NT30,Approved,BUYER07,BUYER12,3,2024-07-27,IT and Telecom,Hardware,Contracted,Preferred,3642.84,3642.84,Paid
5500435,00010,0000200021,Pinnacle Components SA,SPM-100288,Modular seal ring type 7,MG40,1000,1000,P01,1010,3.0,KG,1007.27,EUR,3021.81,2024-07-15,2024-07-26,2024-07-29,460021488,NT45,Approved,BUYER04,BUYER02,0,2024-07-27,IT and Telecom,Software Licences,Contracted,Non-preferred,1007.27,1007.27,Open
5500435,00020,0000200021,Pinnacle Components SA,SPM-100069,Reinforced control unit type 24,MG55,1000,1000,P03,1010,50.0,KG,654.24,EUR,32712.0,2024-07-07,2024-07-28,2024-07-27,460021269,NT45,Approved,BUYER08,BUYER09,3,2024-07-27,Laboratory,Instruments,Contracted,Non-preferred,654.24,654.24,Paid
5500448,00010,0000200027,Valemont Technologies Oy,SPM-100276,Heavy-duty filter type 3,MG15,2000,2000,P05,2020,45.0,KG,381.6,USD,17172.0,2024-07-21,2024-08-16,2024-08-16,460027476,Z030,Approved,BUYER05,BUYER06,0,2024-07-27,Components,Fasteners,Contracted,Preferred,381.6,381.6,Open
5500448,00020,0000200027,Valemont Technologies Oy,SPM-100006,Insulated seal ring type 3,MG50,2000,2000,P02,2020,11.0,BOX,548.3,USD,6031.3,2024-07-12,2024-08-21,2024-08-24,460027206,NT45,Approved,BUYER12,BUYER03,0,2024-07-27,Logistics,Couriers,Contracted,Preferred,548.3,548.3,Paid
5500450,00010,0000200028,Westford Technologies Oy,SPM-100087,Certified terminal block type 30,MG25,3000,3000,P02,3010,347.0,EA,9.95,GBP,3452.65,2024-07-14,2024-08-22,2024-08-25,460028287,NT30,Approved,BUYER11,BUYER13,1,2024-07-28,Packaging,Labels,Contracted,Preferred,9.95,9.95,Paid
5500505,00010,0000200019,Northgate Technologies Oy,SPM-100060,Modular adapter type 21,MG10,4000,4000,P05,4010,9.0,L,605.4,CHF,5448.6,2024-07-26,2024-08-26,2024-08-29,460019260,Z030,Approved,BUYER14,BUYER13,3,2024-08-01,Components,Fasteners,Contracted,Preferred,605.4,605.4,Paid
5500505,00020,0000200019,Northgate Technologies Oy,SPM-100039,High-temperature pallet type 14,MG25,4000,4000,P01,4010,162.0,EA,9.07,CHF,1469.34,2024-07-25,2024-08-14,2024-08-13,460019239,NT60,Approved,BUYER10,BUYER05,3,2024-08-01,Packaging,Cartons,Contracted,Preferred,9.07,9.07,Paid
5500508,00010,0000200020,Orchard Manufacturing AG,SPM-100003,Heavy-duty membrane type 2,MG35,5000,5000,P04,5010,7.0,PC,2391.5,SEK,16740.5,2024-07-15,2024-08-01,2024-08-03,460020203,Z045,Approved,BUYER05,BUYER13,2,2024-08-01,Facilities,Energy,Contracted,Preferred,2391.5,2391.5,Open
5500508,00020,0000200020,Orchard Manufacturing AG,SPM-100318,Precision bracket type 17,MG50,5000,5000,P03,5010,40.0,PC,2831.59,SEK,113263.6,2024-07-21,2024-08-19,2024-08-19,460020518,NT30,Approved,BUYER06,BUYER07,1,2024-08-01,Logistics,Freight,Contracted,Preferred,2831.59,2831.59,Paid
5500515,00010,0000200023,Redstone Materials SpA,SPM-100102,High-temperature sensor type 35,MG50,3000,3000,P03,3010,7.0,PC,603.82,GBP,4226.74,2024-07-18,2024-07-30,2024-08-01,460023302,Z045,Approved,BUYER06,BUYER02,3,2024-08-01,Logistics,Freight,Contracted,Preferred,603.82,603.82,Paid
