BELNR,LIFNR,NAME1,EBELN,EBELP,BLDAT,BUDAT,MENGE,NETPR,WRBTR,MWSTS,FREIGHT,WAERS,RMWWR,ZTERM,LFBNR
INV-2026-00159,0000700009,Cobalt Systems Inc,4500000159,00010,2026-02-28,2026-03-01,9.0,545.18,4906.62,932.26,98.13,EUR,5937.01,NT60,5000000159
INV-2026-00160,0000700010,Driftwood Industrie GmbH,4500000160,00010,2026-01-25,2026-01-26,38.0,82.03,3117.14,592.26,62.34,EUR,3771.74,NT60,5000000160
INV-2026-00161,0000700011,Ember Materials SpA,4500000161,00010,2026-05-02,2026-05-03,10.0,129.55,1295.5,246.15,25.91,EUR,1567.56,NT30,5000000161
INV-2026-00162,0000700012,Fairmont Systems Inc,4500000162,00010,2026-03-23,2026-03-24,29.0,478.34,13871.86,2635.65,120.0,GBP,16627.51,NT60,5000000162
INV-2026-00163,0000700013,Granite Trading BV,4500000163,00010,2026-05-16,2026-05-17,36.0,80.71,2905.56,552.06,58.11,USD,3515.73,NT30,5000000163
INV-2026-00164,0000700014,Harbourview Components SA,4500000164,00010,2026-03-16,2026-03-17,57.0,80.29,4576.53,869.54,91.53,EUR,5537.6,NT30,5000000164
INV-2026-00165,0000700015,Ironwood Supply Ltd,4500000165,00010,2026-05-15,2026-05-16,36.0,332.38,11965.68,2273.48,120.0,EUR,14359.16,NT30,5000000165
INV-2026-00166,0000700016,Juniper Technologies Oy,4500000166,00010,2026-05-14,2026-05-15,10.0,476.61,4766.1,905.56,95.32,USD,5766.98,NT30,5000000166
INV-2026-00167,0000700017,Larkspur Manufacturing AG,4500000167,00010,2026-03-11,2026-03-12,11.0,332.08,3652.88,694.05,73.06,EUR,4419.99,NT45,5000000167
INV-2026-00168,0000700018,Meridian Logistics AS,4500000168,00010,2026-03-06,2026-03-07,32.0,337.98,10815.36,2054.92,120.0,EUR,12990.28,NT30,5000000168
INV-2026-00169,0000700019,Northgate Industrie GmbH,4500000169,00010,2026-04-10,2026-04-11,11.0,400.79,4408.69,837.65,88.17,EUR,5334.51,NT60,5000000169
INV-2026-00170,0000700020,Orchard Components SA,4500000170,00010,2026-01-23,2026-01-24,35.0,45.0,1575.0,299.25,31.5,GBP,1905.75,NT45,5000000170
INV-2026-00171,0000700021,Pinnacle Manufacturing AG,4500000171,00010,2026-03-24,2026-03-25,44.0,253.48,11153.12,2119.09,120.0,EUR,13392.21,NT45,5000000171
INV-2026-00172,0000700022,Quarry Materials SpA,4500000172,00010,2026-05-11,2026-05-12,58.0,500.49,29028.42,5515.4,120.0,USD,34663.82,NT60,5000000172
INV-2026-00173,0000700023,Redstone Industrie GmbH,4500000173,00010,2026-05-12,2026-05-13,13.0,189.97,2469.61,469.23,49.39,EUR,2988.23,NT60,5000000173
INV-2026-00174,0000700024,Summit Manufacturing AG,4500000174,00010,2026-05-26,2026-05-27,45.0,175.79,7910.55,1503.0,120.0,EUR,9533.55,NT60,5000000174
INV-2026-00175,0000700025,Thornbury Components SA,4500000175,00010,2026-05-07,2026-05-08,48.0,504.08,24195.84,4597.21,120.0,EUR,28913.05,NT45,5000000175
INV-2026-00176,0000700026,Umbra Systems Inc,4500000176,00010,2026-05-24,2026-05-25,27.0,591.83,15979.41,3036.09,120.0,EUR,19135.5,NT60,5000000176
INV-2026-00177,0000700027,Valemont Manufacturing AG,4500000177,00010,2026-01-25,2026-01-26,43.0,240.0,10320.0,1960.8,120.0,EUR,12400.8,NT30,5000000177
INV-2026-00178,0000700028,Westford Trading BV,4500000178,00010,2026-01-11,2026-01-12,4.0,154.34,617.36,117.3,12.35,EUR,747.01,NT30,5000000178
INV-2026-00179,0000700029,Yarrow Supply Ltd,4500000179,00010,2026-03-29,2026-03-30,60.0,400.97,24058.2,4571.06,120.0,EUR,28749.26,NT30,5000000179
INV-2026-00180,0000700030,Zenith Materials SpA,4500000180,00010,2026-03-25,2026-03-26,48.0,323.76,15540.48,2952.69,120.0,EUR,18613.17,NT60,5000000180
INV-2026-00181,0000700001,Nordwind Industrie GmbH,4500000181,00010,2026-05-27,2026-05-28,41.0,46.99,1926.59,366.05,38.53,EUR,2331.17,NT30,5000000181
INV-2026-00182,0000700002,Bluepeak Manufacturing AG,4500000182,00010,2026-05-02,2026-05-03,12.0,69.95,839.4,159.49,16.79,GBP,1015.68,NT60,5000000182
INV-2026-00183,0000700003,Vertex Trading BV,4500000183,00010,2026-01-19,2026-01-20,58.0,98.46,5710.68,1085.03,114.21,EUR,6909.92,NT45,5000000183
INV-2026-00184,0000700004,Ravenna Trading BV,4500000184,00010,2026-04-03,2026-04-04,41.0,341.88,14017.08,2663.25,120.0,EUR,16800.33,NT60,5000000184
INV-2026-00185,0000700005,Kestrel Supply Ltd,4500000185,00010,2026-02-23,2026-02-24,35.0,379.35,13277.25,2522.68,120.0,EUR,15919.93,NT45,5000000185
INV-2026-00186,0000700006,Alpenrose Logistics AS,4500000186,00010,2026-02-15,2026-02-16,9.0,394.0,3546.0,673.74,70.92,EUR,4290.66,NT45,5000000186
INV-2026-00187,0000700007,Silverline Components SA,4500000187,00010,2026-05-12,2026-05-13,2.0,108.99,217.98,41.42,4.36,GBP,263.76,NT30,5000000187
INV-2026-00188,0000700008,Bramble Technologies Oy,4500000188,00010,2026-02-28,2026-03-01,47.0,304.69,14320.43,2720.88,120.0,USD,17161.31,NT60,5000000188
INV-2026-00189,0000700009,Cobalt Systems Inc,4500000189,00010,2026-03-16,2026-03-17,54.0,582.07,31431.78,5972.04,120.0,EUR,37523.82,NT45,5000000189
INV-2026-00190,0000700010,Driftwood Industrie GmbH,4500000190,00010,2026-05-05,2026-05-06,27.0,69.34,1872.18,355.71,37.44,USD,2265.33,NT30,5000000190
INV-2026-00191,0000700011,Ember Materials SpA,4500000191,00010,2026-03-11,2026-03-12,36.0,382.53,13771.08,2616.51,120.0,EUR,16507.59,NT30,5000000191
INV-2026-00192,0000700012,Fairmont Systems Inc,4500000192,00010,2026-04-11,2026-04-12,53.0,537.14,28468.42,5409.0,120.0,USD,33997.42,NT30,5000000192
INV-2026-00193,0000700013,Granite Trading BV,4500000193,00010,2026-01-25,2026-01-26,17.0,95.09,1616.53,307.14,32.33,GBP,1956.0,NT45,5000000193
INV-2026-00194,0000700014,Harbourview Components SA,4500000194,00010,2026-05-11,2026-05-12,45.0,86.17,3877.65,736.75,77.55,EUR,4691.95,NT30,5000000194
INV-2026-00195,0000700015,Ironwood Supply Ltd,4500000195,00010,2026-03-22,2026-03-23,30.0,550.76,16522.8,3139.33,120.0,EUR,19782.13,NT30,5000000195
INV-2026-00196,0000700016,Juniper Technologies Oy,4500000196,00010,2026-04-23,2026-04-24,39.0,345.33,13467.87,2558.9,120.0,EUR,16146.77,NT30,5000000196
INV-2026-00197,0000700017,Larkspur Manufacturing AG,4500000197,00010,2026-04-12,2026-04-13,5.0,139.6,698.0,132.62,13.96,EUR,844.58,NT60,5000000197
INV-2026-00198,0000700018,Meridian Logistics AS,4500000198,00010,2026-03-24,2026-03-25,59.0,527.74,31136.66,5915.97,120.0,EUR,37172.63,NT60,5000000198
INV-2026-00199,0000700019,Northgate Industrie GmbH,4500000199,00010,2026-04-05,2026-04-06,9.0,243.86,2194.74,417.0,43.89,EUR,2655.63,NT60,5000000199
INV-2026-00200,0000700020,Orchard Components SA,4500000200,00010,2026-04-25,2026-04-26,10.0,422.05,4220.5,801.89,84.41,EUR,5106.8,NT60,5000000200
INV-2026-00201,0000700021,Pinnacle Manufacturing AG,4500000201,00010,2026-02-06,2026-02-07,60.0,358.16,21489.6,4083.02,120.0,EUR,25692.62,NT30,5000000201
INV-2026-00202,0000700022,Quarry Materials SpA,4500000202,00010,2026-05-03,2026-05-04,56.0,152.27,8527.12,1620.15,120.0,EUR,10267.27,NT45,5000000202
INV-2026-00203,0000700023,Redstone Industrie GmbH,4500000203,00010,2026-05-07,2026-05-08,48.0,348.18,16712.64,3175.4,120.0,GBP,20008.04,NT30,5000000203
INV-2026-00204,0000700024,Summit Manufacturing AG,4500000204,00010,2026-02-27,2026-02-28,25.0,544.11,13602.75,2584.52,120.0,USD,16307.27,NT60,5000000204
INV-2026-00205,0000700025,Thornbury Components SA,4500000205,00010,2026-03-13,2026-03-14,50.0,441.61,22080.5,4195.3,120.0,EUR,26395.8,NT30,5000000205
INV-2026-00206,0000700026,Umbra Systems Inc,4500000206,00010,2026-03-14,2026-03-15,33.0,459.01,15147.33,2877.99,120.0,EUR,18145.32,NT30,5000000206
INV-2026-00207,0000700027,Valemont Manufacturing AG,4500000207,00010,2026-05-08,2026-05-09,2.0,323.31,646.62,122.86,12.93,GBP,782.41,NT45,5000000207
INV-2026-00208,0000700028,Westford Trading BV,4500000208,00010,2026-02-18,2026-02-19,24.0,255.84,6140.16,1166.63,120.0,EUR,7426.79,NT30,5000000208
INV-2026-00209,0000700029,Yarrow Supply Ltd,4500000209,00010,2026-05-11,2026-05-12,43.0,390.61,16796.23,3191.28,120.0,USD,20107.51,NT45,5000000209
INV-2026-00210,0000700030,Zenith Materials SpA,4500000210,00010,2026-02-03,2026-02-04,37.0,294.26,10887.62,2068.65,120.0,EUR,13076.27,NT45,5000000210
INV-2026-00211,0000700001,Nordwind Industrie GmbH,4500000211,00010,2026-02-10,2026-02-11,16.0,441.35,7061.6,1341.7,120.0,EUR,8523.3,NT45,5000000211
INV-2026-00212,0000700002,Bluepeak Manufacturing AG,4500000212,00010,2026-01-31,2026-02-01,5.0,300.26,1501.3,285.25,30.03,EUR,1816.58,NT60,5000000212
INV-2026-00213,0000700003,Vertex Trading BV,4500000213,00010,2026-02-01,2026-02-02,13.0,589.33,7661.29,1455.65,120.0,GBP,9236.94,NT60,5000000213
INV-2026-00214,0000700004,Ravenna Trading BV,4500000214,00010,2026-05-01,2026-05-02,1.0,105.28,105.28,20.0,2.11,EUR,127.39,NT60,5000000214
INV-2026-00215,0000700005,Kestrel Supply Ltd,4500000215,00010,2026-02-01,2026-02-02,41.0,313.81,12866.21,2444.58,120.0,EUR,15430.79,NT30,5000000215
INV-2026-00216,0000700006,Alpenrose Logistics AS,4500000216,00010,2026-02-14,2026-02-15,52.0,282.36,14682.72,2789.72,120.0,USD,17592.44,NT45,5000000216
INV-2026-00217,0000700007,Silverline Components SA,4500000217,00010,2026-03-18,2026-03-19,1.0,388.16,388.16,73.75,7.76,USD,469.67,NT60,5000000217
INV-2026-00218,0000700008,Bramble Technologies Oy,4500000218,00010,2026-02-28,2026-03-01,35.0,304.14,10644.9,2022.53,120.0,EUR,12787.43,NT45,5000000218
INV-2026-00219,0000700009,Cobalt Systems Inc,4500000219,00010,2026-03-09,2026-03-10,50.0,455.36,22768.0,4325.92,120.0,EUR,27213.92,NT60,5000000219
INV-2026-00220,0000700010,Driftwood Industrie GmbH,4500000220,00010,2026-02-23,2026-02-24,27.0,91.09,2459.43,467.29,49.19,EUR,2975.91,NT45,5000000220
INV-2026-00221,0000700011,Ember Materials SpA,4500000221,00010,2026-03-08,2026-03-09,45.0,276.53,12443.85,2364.33,120.0,GBP,14928.18,NT60,5000000221
INV-2026-00222,0000700012,Fairmont Systems Inc,4500000222,00010,2026-04-07,2026-04-08,49.0,299.89,14694.61,2791.98,120.0,USD,17606.59,NT30,5000000222
INV-2026-00223,0000700013,Granite Trading BV,4500000223,00010,2026-03-09,2026-03-10,37.0,174.08,6440.96,1223.78,120.0,EUR,7784.74,NT30,5000000223
INV-2026-00224,0000700014,Harbourview Components SA,4500000224,00010,2026-01-30,2026-01-31,26.0,455.84,11851.84,2251.85,120.0,EUR,14223.69,NT45,5000000224
INV-2026-00225,0000700015,Ironwood Supply Ltd,4500000225,00010,2026-02-12,2026-02-13,57.0,220.79,12585.03,2391.16,120.0,GBP,15096.19,NT45,5000000225
INV-2026-00226,0000700016,Juniper Technologies Oy,4500000226,00010,2026-03-26,2026-03-27,28.0,95.22,2666.16,506.57,53.32,GBP,3226.05,NT60,5000000226
INV-2026-00227,0000700017,Larkspur Manufacturing AG,4500000227,00010,2026-02-16,2026-02-17,16.0,55.09,881.44,167.47,17.63,EUR,1066.54,NT45,5000000227
INV-2026-00228,0000700018,Meridian Logistics AS,4500000228,00010,2026-02-22,2026-02-23,10.0,571.98,5719.8,1086.76,114.4,GBP,6920.96,NT45,5000000228
INV-2026-00229,0000700019,Northgate Industrie GmbH,4500000229,00010,2026-04-04,2026-04-05,31.0,146.08,4528.48,860.41,90.57,EUR,5479.46,NT30,5000000229
INV-2026-00230,0000700020,Orchard Components SA,4500000230,00010,2026-02-09,2026-02-10,16.0,148.63,2378.08,451.84,47.56,EUR,2877.48,NT60,5000000230
INV-2026-00231,0000700021,Pinnacle Manufacturing AG,4500000231,00010,2026-02-02,2026-02-03,60.0,191.36,11481.6,2181.5,120.0,USD,13783.1,NT45,5000000231
INV-2026-00232,0000700022,Quarry Materials SpA,4500000232,00010,2026-02-21,2026-02-22,2.0,522.56,1045.12,198.57,20.9,GBP,1264.59,NT45,5000000232
INV-2026-00233,0000700023,Redstone Industrie GmbH,4500000233,00010,2026-02-19,2026-02-20,30.0,544.4,16332.0,3103.08,120.0,USD,19555.08,NT60,5000000233
INV-2026-00234,0000700024,Summit Manufacturing AG,4500000234,00010,2026-04-15,2026-04-16,15.0,116.46,1746.9,331.91,34.94,USD,2113.75,NT30,5000000234
INV-2026-00235,0000700025,Thornbury Components SA,4500000235,00010,2026-03-04,2026-03-05,10.0,234.65,2346.5,445.83,46.93,EUR,2839.26,NT30,5000000235
INV-2026-00236,0000700026,Umbra Systems Inc,4500000236,00010,2026-05-30,2026-05-31,43.0,549.8,23641.4,4491.87,120.0,EUR,28253.27,NT30,5000000236
INV-2026-00237,0000700027,Valemont Manufacturing AG,4500000237,00010,2026-01-23,2026-01-24,45.0,541.78,24380.1,4632.22,120.0,EUR,29132.32,NT60,5000000237
INV-2026-00238,0000700028,Westford Trading BV,4500000238,00010,2026-05-31,2026-06-01,11.0,219.18,2410.98,458.09,48.22,EUR,2917.29,NT30,5000000238
INV-2026-00239,0000700029,Yarrow Supply Ltd,4500000239,00010,2026-04-22,2026-04-23,34.0,68.76,2337.84,444.19,46.76,EUR,2828.79,NT45,5000000239
INV-2026-00240,0000700030,Zenith Materials SpA,4500000240,00010,2026-02-16,2026-02-17,47.0,94.18,4426.46,841.03,88.53,GBP,5356.02,NT45,5000000240
INV-2026-00241,0000700001,Nordwind Industrie GmbH,4500000241,00010,2026-03-05,2026-03-06,15.0,104.87,1573.05,298.88,31.46,EUR,1903.39,NT60,5000000241
INV-2026-00242,0000700002,Bluepeak Manufacturing AG,4500000242,00010,2026-01-16,2026-01-17,18.0,290.88,5235.84,994.81,104.72,EUR,6335.37,NT45,5000000242
INV-2026-00243,0000700003,Vertex Trading BV,4500000243,00010,2026-05-28,2026-05-29,8.0,40.65,325.2,61.79,6.5,EUR,393.49,NT30,5000000243
INV-2026-00244,0000700004,Ravenna Trading BV,4500000244,00010,2026-03-20,2026-03-21,60.0,213.79,12827.4,2437.21,120.0,USD,15384.61,NT45,5000000244
INV-2026-00245,0000700005,Kestrel Supply Ltd,4500000245,00010,2026-01-25,2026-01-26,21.0,517.35,10864.35,2064.23,120.0,GBP,13048.58,NT30,5000000245
INV-2026-00246,0000700006,Alpenrose Logistics AS,4500000246,00010,2026-03-22,2026-03-23,30.0,297.1,8913.0,1693.47,120.0,GBP,10726.47,NT60,5000000246
INV-2026-00247,0000700007,Silverline Components SA,4500000247,00010,2026-04-07,2026-04-08,9.0,254.13,2287.17,434.56,45.74,EUR,2767.47,NT60,5000000247
INV-2026-00248,0000700008,Bramble Technologies Oy,4500000248,00010,2026-03-02,2026-03-03,29.0,270.54,7845.66,1490.68,120.0,GBP,9456.34,NT60,5000000248
INV-2026-00249,0000700009,Cobalt Systems Inc,4500000249,00010,2026-01-20,2026-01-21,24.0,284.08,6817.92,1295.4,120.0,EUR,8233.32,NT45,5000000249
INV-2026-00250,0000700010,Driftwood Industrie GmbH,4500000250,00010,2026-02-21,2026-02-22,8.0,154.01,1232.08,234.1,24.64,EUR,1490.82,NT45,5000000250
INV-2026-00251,0000700011,Ember Materials SpA,4500000251,00010,2026-05-14,2026-05-15,9.0,209.96,1889.64,359.03,37.79,USD,2286.46,NT45,5000000251
INV-2026-00252,0000700012,Fairmont Systems Inc,4500000252,00010,2026-04-07,2026-04-08,41.0,333.93,13691.13,2601.31,120.0,GBP,16412.44,NT60,5000000252
INV-2026-00253,0000700013,Granite Trading BV,4500000253,00010,2026-05-14,2026-05-15,7.0,519.77,3638.39,691.29,72.77,EUR,4402.45,NT60,5000000253
INV-2026-00254,0000700014,Harbourview Components SA,4500000254,00010,2026-03-16,2026-03-17,20.0,157.13,3142.6,597.09,62.85,EUR,3802.54,NT60,5000000254
INV-2026-00255,0000700015,Ironwood Supply Ltd,4500000255,00010,2026-02-19,2026-02-20,47.0,487.59,22916.73,4354.18,120.0,EUR,27390.91,NT60,5000000255
INV-2026-00256,0000700016,Juniper Technologies Oy,4500000256,00010,2026-03-21,2026-03-22,15.0,91.55,1373.25,260.92,27.46,EUR,1661.63,NT45,5000000256
INV-2026-00257,0000700017,Larkspur Manufacturing AG,4500000257,00010,2026-04-27,2026-04-28,37.0,238.84,8837.08,1679.05,120.0,EUR,10636.13,NT30,5000000257
INV-2026-00258,0000700018,Meridian Logistics AS,4500000258,00010,2026-04-04,2026-04-05,5.0,556.88,2784.4,529.04,55.69,EUR,3369.13,NT30,5000000258
INV-2026-00259,0000700019,Northgate Industrie GmbH,4500000259,00010,2026-04-28,2026-04-29,54.0,267.05,14420.7,2739.93,120.0,GBP,17280.63,NT30,5000000259
INV-2026-00260,0000700020,Orchard Components SA,4500000260,00010,2026-02-09,2026-02-10,58.0,355.84,20638.72,3921.36,120.0,EUR,24680.08,NT60,5000000260
INV-2026-00261,0000700021,Pinnacle Manufacturing AG,4500000261,00010,2026-04-14,2026-04-15,7.0,153.16,1072.12,203.7,21.44,EUR,1297.26,NT60,5000000261
INV-2026-00262,0000700022,Quarry Materials SpA,4500000262,00010,2026-02-22,2026-02-23,37.0,127.98,4735.26,899.7,94.71,EUR,5729.67,NT60,5000000262
INV-2026-00263,0000700023,Redstone Industrie GmbH,4500000263,00010,2026-02-21,2026-02-22,1.0,435.75,435.75,82.79,8.71,EUR,527.25,NT30,5000000263
INV-2026-00264,0000700024,Summit Manufacturing AG,4500000264,00010,2026-02-15,2026-02-16,28.0,371.7,10407.6,1977.44,120.0,EUR,12505.04,NT30,5000000264
INV-2026-00265,0000700025,Thornbury Components SA,4500000265,00010,2026-06-06,2026-06-07,38.0,396.84,15079.92,2865.18,120.0,EUR,18065.1,NT45,5000000265
INV-2026-00266,0000700026,Umbra Systems Inc,4500000266,00010,2026-04-28,2026-04-29,2.0,271.55,543.1,103.19,10.86,USD,657.15,NT45,5000000266
INV-2026-00267,0000700027,Valemont Manufacturing AG,4500000267,00010,2026-03-21,2026-03-22,51.0,443.23,22604.73,4294.9,120.0,EUR,27019.63,NT60,5000000267
INV-2026-00268,0000700028,Westford Trading BV,4500000268,00010,2026-03-01,2026-03-02,23.0,364.56,8384.88,1593.13,120.0,GBP,10098.01,NT60,5000000268
INV-2026-00269,0000700029,Yarrow Supply Ltd,4500000269,00010,2026-03-09,2026-03-10,41.0,207.81,8520.21,1618.84,120.0,EUR,10259.05,NT30,5000000269
INV-2026-00270,0000700030,Zenith Materials SpA,4500000270,00010,2026-02-22,2026-02-23,3.0,75.05,225.15,42.78,4.5,EUR,272.43,NT45,5000000270
INV-2026-00271,0000700001,Nordwind Industrie GmbH,4500000271,00010,2026-03-26,2026-03-27,31.0,290.54,9006.74,1711.28,120.0,USD,10838.02,NT60,5000000271
INV-2026-00272,0000700002,Bluepeak Manufacturing AG,4500000272,00010,2026-04-25,2026-04-26,23.0,433.58,9972.34,1894.74,120.0,EUR,11987.08,NT45,5000000272
INV-2026-00273,0000700003,Vertex Trading BV,4500000273,00010,2026-03-21,2026-03-22,10.0,212.05,2120.5,402.89,42.41,USD,2565.8,NT60,5000000273
INV-2026-00274,0000700004,Ravenna Trading BV,4500000274,00010,2026-02-01,2026-02-02,15.0,497.33,7459.95,1417.39,120.0,GBP,8997.34,NT30,5000000274
INV-2026-00275,0000700005,Kestrel Supply Ltd,4500000275,00010,2026-04-29,2026-04-30,28.0,178.53,4998.84,949.78,99.98,EUR,6048.6,NT30,5000000275
INV-2026-00276,0000700006,Alpenrose Logistics AS,4500000276,00010,2026-05-04,2026-05-05,45.0,294.69,13261.05,2519.6,120.0,USD,15900.65,NT30,5000000276
INV-2026-00277,0000700007,Silverline Components SA,4500000277,00010,2026-03-28,2026-03-29,12.0,293.39,3520.68,668.93,70.41,USD,4260.02,NT60,5000000277
INV-2026-00278,0000700008,Bramble Technologies Oy,4500000278,00010,2026-01-18,2026-01-19,4.0,503.28,2013.12,382.49,40.26,EUR,2435.87,NT30,5000000278
INV-2026-00279,0000700009,Cobalt Systems Inc,4500000279,00010,2026-03-26,2026-03-27,55.0,449.86,24742.3,4701.04,120.0,EUR,29563.34,NT60,5000000279
INV-2026-00280,0000700010,Driftwood Industrie GmbH,4500000280,00010,2026-04-22,2026-04-23,9.0,255.51,2299.59,436.92,45.99,EUR,2782.5,NT30,5000000280
INV-2026-00281,0000700011,Ember Materials SpA,4500000281,00010,2026-02-05,2026-02-06,55.0,111.1,6110.5,1161.0,120.0,GBP,7391.5,NT30,5000000281
INV-2026-00282,0000700012,Fairmont Systems Inc,4500000282,00010,2026-02-07,2026-02-08,2.0,399.37,798.74,151.76,15.97,EUR,966.47,NT45,5000000282
INV-2026-00283,0000700013,Granite Trading BV,4500000283,00010,2026-01-23,2026-01-24,60.0,119.87,7192.2,1366.52,120.0,EUR,8678.72,NT60,5000000283
INV-2026-00284,0000700014,Harbourview Components SA,4500000284,00010,2026-01-31,2026-02-01,18.0,563.06,10135.08,1925.67,120.0,EUR,12180.75,NT45,5000000284
INV-2026-00285,0000700015,Ironwood Supply Ltd,4500000285,00010,2026-03-15,2026-03-16,43.0,460.41,19797.63,3761.55,120.0,GBP,23679.18,NT30,5000000285
INV-2026-00286,0000700016,Juniper Technologies Oy,4500000286,00010,2026-03-27,2026-03-28,46.0,99.86,4593.56,872.78,91.87,USD,5558.21,NT60,5000000286
INV-2026-00287,0000700017,Larkspur Manufacturing AG,4500000287,00010,2026-05-15,2026-05-16,38.0,97.94,3721.72,707.13,74.43,EUR,4503.28,NT60,5000000287
INV-2026-00288,0000700018,Meridian Logistics AS,4500000288,00010,2026-04-12,2026-04-13,47.0,590.35,27746.45,5271.83,120.0,GBP,33138.28,NT45,5000000288
INV-2026-00289,0000700019,Northgate Industrie GmbH,4500000289,00010,2026-03-04,2026-03-05,25.0,146.51,3662.75,695.92,73.25,EUR,4431.92,NT45,5000000289
INV-2026-00290,0000700020,Orchard Components SA,4500000290,00010,2026-02-04,2026-02-05,27.0,283.29,7648.83,1453.28,120.0,EUR,9222.11,NT60,5000000290
INV-2026-00291,0000700021,Pinnacle Manufacturing AG,4500000291,00010,2026-04-27,2026-04-28,33.0,418.06,13795.98,2621.24,120.0,EUR,16537.22,NT30,5000000291
INV-2026-00292,0000700022,Quarry Materials SpA,4500000292,00010,2026-03-29,2026-03-30,34.0,467.04,15879.36,3017.08,120.0,USD,19016.44,NT30,5000000292
INV-2026-00293,0000700023,Redstone Industrie GmbH,4500000293,00010,2026-01-26,2026-01-27,46.0,140.69,6471.74,1229.63,120.0,EUR,7821.37,NT45,5000000293
INV-2026-00294,0000700024,Summit Manufacturing AG,4500000294,00010,2026-02-17,2026-02-18,43.0,189.66,8155.38,1549.52,120.0,EUR,9824.9,NT45,5000000294
INV-2026-00295,0000700025,Thornbury Components SA,4500000295,00010,2026-03-09,2026-03-10,1.0,124.9,124.9,23.73,2.5,EUR,151.13,NT60,5000000295
INV-2026-00296,0000700026,Umbra Systems Inc,4500000296,00010,2026-04-24,2026-04-25,17.0,562.25,9558.25,1816.07,120.0,EUR,11494.32,NT45,5000000296
INV-2026-00297,0000700027,Valemont Manufacturing AG,4500000297,00010,2026-05-17,2026-05-18,39.0,146.16,5700.24,1083.05,114.0,USD,6897.29,NT45,5000000297
INV-2026-00298,0000700028,Westford Trading BV,4500000298,00010,2026-02-15,2026-02-16,40.0,413.13,16525.2,3139.79,120.0,EUR,19784.99,NT45,5000000298
INV-2026-00299,0000700029,Yarrow Supply Ltd,4500000299,00010,2026-04-06,2026-04-07,26.0,416.06,10817.56,2055.34,120.0,USD,12992.9,NT60,5000000299
INV-2026-00300,0000700030,Zenith Materials SpA,4500000300,00010,2026-02-26,2026-02-27,6.0,582.3,3493.8,663.82,69.88,USD,4227.5,NT60,5000000300
INV-2026-00301,0000700001,Nordwind Industrie GmbH,4500000301,00010,2026-01-25,2026-01-26,41.0,419.47,17198.27,3267.67,120.0,EUR,20585.94,NT45,5000000301
INV-2026-00302,0000700002,Bluepeak Manufacturing AG,4500000302,00010,2026-01-23,2026-01-24,18.0,494.26,8896.68,1690.37,120.0,USD,10707.05,NT30,5000000302
INV-2026-00303,0000700003,Vertex Trading BV,4500000303,00010,2026-04-29,2026-04-30,32.0,556.02,17792.64,3380.6,120.0,GBP,21293.24,NT45,5000000303
INV-2026-00304,0000700004,Ravenna Trading BV,4500000304,00010,2026-02-04,2026-02-05,25.0,302.49,7562.25,1436.83,120.0,GBP,9119.08,NT45,5000000304
INV-2026-00305,0000700005,Kestrel Supply Ltd,4500000305,00010,2026-01-16,2026-01-17,54.0,506.11,27329.94,5192.69,120.0,EUR,32642.63,NT30,5000000305
INV-2026-00306,0000700006,Alpenrose Logistics AS,4500000306,00010,2026-03-02,2026-03-03,45.0,159.08,7158.6,1360.13,120.0,EUR,8638.73,NT30,5000000306
INV-2026-00307,0000700007,Silverline Components SA,4500000307,00010,2026-03-02,2026-03-03,29.0,385.1,11167.9,2121.9,120.0,USD,13409.8,NT60,5000000307
INV-2026-00308,0000700008,Bramble Technologies Oy,4500000308,00010,2026-05-13,2026-05-14,4.0,391.52,1566.08,297.56,31.32,GBP,1894.96,NT60,5000000308
INV-2026-00309,0000700009,Cobalt Systems Inc,4500000309,00010,2026-04-14,2026-04-15,6.0,521.81,3130.86,594.86,62.62,EUR,3788.34,NT60,5000000309
INV-2026-00310,0000700010,Driftwood Industrie GmbH,4500000310,00010,2026-05-24,2026-05-25,40.0,471.52,18860.8,3583.55,120.0,EUR,22564.35,NT30,5000000310
INV-2026-00311,0000700011,Ember Materials SpA,4500000311,00010,2026-01-30,2026-01-31,27.0,145.92,3939.84,748.57,78.8,EUR,4767.21,NT60,5000000311
INV-2026-00312,0000700012,Fairmont Systems Inc,4500000312,00010,2026-01-18,2026-01-19,42.0,598.71,25145.82,4777.71,120.0,EUR,30043.53,NT30,5000000312
INV-2026-00313,0000700013,Granite Trading BV,4500000313,00010,2026-03-03,2026-03-04,49.0,98.11,4807.39,913.4,96.15,USD,5816.94,NT45,5000000313
INV-2026-00314,0000700014,Harbourview Components SA,4500000314,00010,2026-01-26,2026-01-27,55.0,493.41,27137.55,5156.13,120.0,GBP,32413.68,NT60,5000000314
INV-2026-00315,0000700015,Ironwood Supply Ltd,4500000315,00010,2026-02-11,2026-02-12,46.0,324.83,14942.18,2839.01,120.0,USD,17901.19,NT45,5000000315
INV-2026-00316,0000700016,Juniper Technologies Oy,4500000316,00010,2026-03-02,2026-03-03,50.0,104.29,5214.5,990.75,104.29,EUR,6309.54,NT30,5000000316
INV-2026-00317,0000700017,Larkspur Manufacturing AG,4500000317,00010,2026-04-27,2026-04-28,15.0,183.19,2747.85,522.09,54.96,USD,3324.9,NT45,5000000317
